['salt', 791]
['skrog fra hønsene', 1]
['blishøns', 1]
['lidt bouillon', 1]
['letsaltet spæk', 1]
['savojkål', 1]
['unge agerhøns', 1]
['kogte ris', 1]
['konserverede vinblade', 1]
['pulveret spidskommen', 1]
['hakkede valnødder', 1]
['bundt persille', 1]
['kiwifrugt', 1]
['pasteuriserede æggeblommer', 1]
['lammekølle, udbenet og snøret', 1]
['løg, zittauer grofthakket', 1]
['persille, frisk hakket', 1]
['salvie, frisk hakket', 1]
['timian, frisk hakket', 1]
['rosmarin, frisk hakket', 1]
['rucola', 1]
['lidt hvidløgsolie', 1]
['lidt parmesan', 1]
['flotte tomater med stilk', 1]
['godt italiensk brød', 1]
['parmesan', 1]
['persillestilke og timianstilke', 1]
['lammekølle med ben', 1]
['rosenpaprika', 1]
['peberfrugter, 2 rød, 1 gul, 1 grøn', 1]
['rejepasta', 1]
['grofthakkede røde chilier', 1]
['lammekød skåret i firkanter', 1]
['eventuelt vand til det dækker retten', 1]
['smuttede, hele mandler', 1]
['rosmarin og basilikum', 1]
['klumper af fetaost', 1]
['kartoffel i skiver', 1]
['gulerod i skiver', 1]
['hakket tomat', 1]
['reelt lammekød fra bov eller lammekølle', 1]
['fint snittede hvidløg', 1]
['frosne krebsehaler el. jomfruhummerhaler', 1]
['fint snittet skalotteløg', 1]
['kammuslinger', 1]
['fint snittede fed hvidløg', 1]
['courgette', 1]
['lammekoteletter, enkelte', 1]
['perlehønebryster', 1]
['frisk løvstikke', 1]
['vagtler', 1]
['strimler salat', 1]
['blomkål i små buketter', 1]
['bladselleri i tynde skiver', 1]
['majroe, i små tern', 1]
['fåremave', 1]
['finthakket nyrefedt', 1]
['mellemfint havremel', 1]
['muskatblomme', 1]
['hjerte, lever og lunger fra et får', 1]
['knust spidskommen', 1]
['røde chili', 1]
['hele tyttebær', 1]
['hakket elgkød', 1]
['minimajskolber', 1]
['oksebouillonterninger', 1]
['frossent elg kød uden ben, fx yder eller inderlår', 1]
['tandstikker til rullerne', 1]
['friske eller frosne solbær eller ribs', 1]
['solbær gele', 1]
['inderlår af elg, ca. 500 g.', 1]
['tøede småløg', 1]
['bordeauxvin', 1]
['harekød fra ryggen, uden ben', 1]
['krustader', 1]
['kastaniepure', 1]
['harelever', 1]
['hare', 1]
['klar bouillon', 1]
['fasan', 1]
['grønne druer', 1]
['eventuelt hakket lever og hjerte fra duerne', 1]
['flæskefars', 1]
['due, 2 stk', 1]
['madeira eller solbærgele', 1]
['knust enebær', 1]
['lyst øl', 1]
['groftmalet sort eller hvid peber', 1]
['rådyrsteg med ben', 1]
['rådyrfilet', 1]
['friske champignon', 1]
['reven myseost', 1]
['rønnebær eller ribsgele', 1]
['et par persillestilke', 1]
['tynde spækskiver', 1]
['dyreryg', 1]
['mozarella ost', 1]
['mørk fond', 1]
['carlsberg porter', 1]
['trøfler', 1]
['dådyr småkød', 1]
['dådyr ryg', 1]
['evt. lidt ribsgele', 1]
['tør gul sennep', 1]
['rådyrryg', 1]
['blå druer', 1]
['lidt hvidløg', 1]
['stykke selleri', 1]
['skrællet gulerod', 1]
['frisk ung due', 1]
['revet appelsinskal', 1]
['orangepærer', 1]
['groft hakkede hasselnødder', 1]
['persillerod eller kartofler', 1]
['tør rødvin', 1]
['worcerstershiresauce', 1]
['allehåndefrø', 1]
['vildsvinekød', 1]
['stødt enebær', 1]
['ansjoser', 1]
['hakket spæk', 1]
['æblesaft', 1]
['nelliker hele', 1]
['letrøget spæk', 1]
['paprika edelsuss', 1]
['vildsvineryg', 1]
['ituskåret løg', 1]
['smuldret timiankvist', 1]
['stødt oregano', 1]
['snittet blegselleristilk', 1]
['kogende bouillon', 1]
['let knuste enebær', 1]
['udbenet vildsvinekølle eller bov', 1]
['hjorteryg', 1]
['kogende vand eller fond', 1]
['små rosiner', 1]
['god vanilleis', 1]
['lage af 5 dl. vand og 100 g. sukker', 1]
['faste æbler', 1]
['kanelsukker', 1]
['birkes', 1]
['hakkede krydderurter f.eks. persille', 1]
['kartofler i tern', 1]
['skalotteløg med skal', 1]
['soltørrede tomater i strimler', 1]
['creme de cassis', 1]
['mørk vildtfond', 1]
['løg som hakkes groft', 1]
['med 18% creme fraice', 1]
['hakket hjortekød fra hals eller bov.', 1]
['frisk ananas', 1]
['dådyrfilet', 1]
['evt. lidt safran til risen', 1]
['løse ris', 1]
['hakket løg, skal fylde lige så meget som leveren', 1]
['dådyrlever', 1]
['saften af 2 citroner', 1]
['dådyrriben', 1]
['smeltet honning', 1]
['soja olie', 1]
['god olie', 1]
['dådyrbøffer', 1]
['vindruer', 1]
['dådyrkølle', 1]
['dådyrbov', 1]
['dåhjortesteg', 1]
['æblemos', 1]
['dådyrkølle skåret i tynde skiver', 1]
['enebær, knuste', 1]
['kød skåret i terninger', 1]
['pillede chalotteløg', 1]
['udbenet dårdyrbov', 1]
['chalotteløg, pillede', 1]
['dårdyrbov, udbenet', 1]
['citronblade eller evt. laurbærblade', 1]
['røget hjortekølle', 1]
['olivenolie til pensling', 1]
['finthakket bacon', 1]
['finthakket frisk timian', 1]
['fasan eller 4 store fasanbryster', 1]
['balsamico, mørk', 1]
['rødkål. rå', 1]
['appelsiner i skiver', 1]
['hele enebær', 1]
['dyreryg på ben eller 800 gr. dyrefilet', 1]
['grovbrød', 1]
['frisk basilikum efter smag', 1]
['tomater, flåede', 1]
['tørrede morkler', 1]
['evt. lidt blandet salat til pynt', 1]
['cultura', 1]
['lammetunger', 1]
['hvedemel til jævning', 1]
['grapetonic', 1]
['skiver fersk spæk', 1]
['ribs eller rønnebærgele', 1]
['lyst hvidtøl', 1]
['tørrede enebær', 1]
['ung hare', 1]
['rosenpeber', 1]
['parboiled ris', 1]
['bakke champignoner', 1]
['fasankok', 1]
['friskhakket rosmarin eller 1 tsk. tørret rosmarin', 1]
['hjortebøffer', 1]
['alm. hvide kartofler', 1]
['nippede grønne bønner', 1]
['evt. ribsgelé', 1]
['sovsekulør', 1]
['porre, i grove stykker', 1]
['røget spæk skåret i tynde skiver på undersiden stegesnor til ombinding af spæk', 1]
['rådyrryg med ben, afpudset', 1]
['snittet hvidløg', 1]
['mælk eller dansk vand', 1]
['groft rasp', 1]
['fintsnittet grøn peber', 1]
['fintrevet løg', 1]
['røget bacon i strimler', 1]
['hakket kaninkød', 1]
['mager kvark', 1]
['mandelsplitter', 1]
['friske blåbær', 1]
['modne tomater, flåede', 1]
['ansjosfilet’er', 1]
['lammefars', 1]
['jomfruhummerhaler', 1]
['filet af hellefisk a 75 g.', 1]
['mørkt hvidtøl', 1]
['rugmel, groft', 1]
['mellemfine byggryn', 1]
['vand.', 1]
['letsaltet flæsk', 1]
['fiskesennep', 1]
['ekstra æggeblomme', 1]
['bagepapir og grødris eller tørrede linser til bagning af tærtebund', 1]
['lammeskank', 1]
['stilke frisk basilikum el. 3 tsk. tørret', 1]
['finthakket blegselleri', 1]
['små tomater', 1]
['udbenede, snørede lammekøller ca 2 kg', 1]
['blåbær, friske', 1]
['bagepapir og ris eller tørrede linser til bagning af tærtebund', 1]
['lammesteak’s', 1]
['stort bundt dild', 1]
['filet af laks', 1]
['friskklippet brøndkarse samt smørdampede, spæde grøntsager', 1]
['groftrevne, skrællede kartofler', 1]
['fines herbes, finthakkede', 1]
['lammeryg, afpudset', 1]
['hvidløg, skåret i tynde skiver', 1]
['tandooripasta', 1]
['kalveinderlår, skåret i tynde strimler.', 1]
['cheasy a38 0,1%', 1]
['bagte kartofler.', 1]
['røget lammekølle i tynde skiver', 1]
['finthakket rødløg', 1]
['grønnes asparges skåret i 5 cm. stykker', 1]
['nye kartofler skåret i 2 cm stykker', 1]
['hornfisk med ben', 1]
['rå æggeblomme', 1]
['rugbrød.', 1]
['en rest røget lammekølle', 1]
['pyntes med sorte oliven.', 1]
[',","terninger af appelsin.', 1]
['evt. lidt snittet fennikel eller bladselleri', 1]
[',","icebergsalat', 1]
[',","en rest røget lammekølle', 1]
['pærer eller honningmelon', 1]
['tabasco, "et stænk"', 1]
['æblevineddike', 1]
['faste pærer', 1]
['velmodnet gorgonzola', 1]
['evt. 1 knsp. reven muskatnød', 1]
['hvide peber', 1]
['skyllet spinat, nippet for stilke eller 1 pk. helbladet dybfrossen spinat', 1]
['røget lammekølle uden ben', 1]
['tomatpurè', 1]
['stegesky + bouillon', 1]
['tørret knust enebær', 1]
['citron i skiver', 1]
['mager vildsvinekam med spæk', 1]
['hals og indmad', 1]
['gås', 1]
